296,-88.13667943204234,12.0,0
156,-90.51526647336316,12.0,0
321,-55.70940454180959,6.0,1
325,-74.15059029802757,4.5,0
311,-83.08919109556919,6.0,0
306,-84.16783943464031,2.5,0
342,-48.676158241369365,1.2,1
324,-75.00538334696463,13.0,1
300,-82.18716640275724,6.0,0
306,-76.67061020936292,3.0,0
314,-87.9600502991717,7.5,0
333,-53.385680753543056,2.0,1
305,-70.10360869976184,1.2,0
325,-82.15015930203542,10.0,1
303,-85.67016302508426,10.0,0
308,-86.5646901983389,10.5,0
331,-70.76057197598426,0.3,0
308,-85.38187754772542,5.5,0
304,-84.00701440975195,9.0,1
294,-89.58370562773375,12.5,0
305,-86.20442641689117,8.0,0
314,-52.36979898739968,8.5,1
322,-82.3517813498212,7.0,0
302,-89.10442175983682,8.5,0
302,-83.65602060805706,11.5,0
322,-79.00945903793748,8.0,1
332,-73.01384776827328,7.0,1
401,-87.72236504160061,11.0,0
306,-81.46974160207,4.0,0
312,-83.45375372491303,7.0,0
324,-51.87122362070394,4.0,1
327,-84.81687021743483,9.0,0
318,-82.61208574730843,11.0,1
334,-84.44536264735856,8.0,0
303,-77.7879892237787,12.0,1
